"sec_idx","security","volatility","volatility_state","symbol","last_price","mu","sigma","iv","strike","option_price","option","position"
334,"OFG US Equity",0.04293215,0,"OFG",20.05,0.046850964172528,0.0635234344985006,0.33373,22.5,1,"OFG Aug 16 2019 22.5 Call",1
338,"OPK US Equity",0.09786308,0,"OPK",2.86,0.862628114023085,2.55466739854275,0.7036,3,0.61,"OPK Sep 20 2019 3 Call",1
340,"OSTK US Equity",0.11044691,0,"OSTK",19.73,1.34818978207589,1.61549525450247,0.88364,20,5.35,"OSTK Sep 20 2019 20 Call",1
342,"PAA US Equity",0.016968107,0,"PAA",24.38,0.138588719341716,0.0861475788757617,0.26813,25,1.45,"PAA Aug 16 2019 25 Call",1
343,"PAGP US Equity",0.025933016,0,"PAGP",24.2645,0.114991661474279,0.101127173849322,0.31499,25,1.51,"PAGP Aug 16 2019 25 Call",1
345,"PBR US Equity",0.019141039,0,"PBR",16.6994,0.0694080014425131,0.146091045528794,0.39457,17,2.5,"PBR Jan 17 2020 17 Call",-1
346,"PCG US Equity",0.047880873,0,"PCG",15.41,0.109438871176891,0.41351487357146,0.7224,16,3.4,"PCG Sep 20 2019 16 Call",1
348,"PFE US Equity",0.009264192,0,"PFE",42.4,0.0982095227877884,0.105921469209661,0.19031,43,2.14,"PFE Sep 20 2019 43 Call",1
350,"PHM US Equity",0.013521805,0,"PHM",27.12,0.00427704841611242,0.1444082287202,0.31673,30,2.15,"PHM Jan 17 2020 30 Call",1
353,"PRTA US Equity",0.090121016,0,"PRTA",13.15,0.107225652106902,0.263759021725163,0.52504,14,1.16,"PRTA Sep 20 2019 14 Call",1
356,"PVG US Equity",0.05510484,0,"PVG",7.25,0.729126635461796,0.580939373085078,0.49364,8,0.92,"PVG Sep 20 2019 8 Call",1
359,"PZZA US Equity",0.04472944,0,"PZZA",45.26,0.0432088838904243,0.187259845062915,0.3419,47.5,2.4,"PZZA Jan 17 2020 47.5 Call",1
361,"QEP US Equity",0.04016612,0,"QEP",8.37,0.2731613218063,0.37211904633856,0.36131,9,0.9,"QEP Sep 20 2019 9 Call",1
362,"QHC US Equity",NA,0,"QHC",2.74,1.12124555620356,0.581326382456488,0.94878,5,0,"QHC Aug 16 2019 5 Call",1
363,"QURE US Equity",0.13731687,0,"QURE",37.46,0.59287719447206,0.372232908599041,0.67607,40,8.7,"QURE Dec 20 2019 40 Call",1
365,"RCII US Equity",0.030836696,0,"RCII",17.96,0.064290265804536,0.104388070911949,0.37359,18,0,"RCII Sep 20 2019 18 Call",-1
367,"RDFN US Equity",0.06007089,0,"RDFN",20,0.0574840366587218,0.189269248320634,0.43541,20,2.25,"RDFN Aug 16 2019 20 Call",-1
368,"RDN US Equity",0.025395991,0,"RDN",21.1763,0.129286049416838,0.170579997788125,0.30511,22,0.6,"RDN Aug 16 2019 22 Call",1
370,"RESI US Equity",0.07207742,0,"RESI",11.3,0.195938496905835,0.180916833546666,0.44602,12.5,0.6,"RESI Sep 20 2019 12.5 Call",1
371,"RF US Equity",0.017444555,0,"RF",16,0.0785793014133691,0.106811573086912,0.25979,16,1.15,"RF Aug 16 2019 16 Call",1
373,"RIG US Equity",0.033279132,0,"RIG",8.95,0.24875902747189,0.472499357787142,0.48478,9,1.29,"RIG Aug 16 2019 9 Call",1
375,"RIOT US Equity",0.2872807,0,"RIOT",2.48,0.405183268062531,0.952152261610855,1.09447,3,0.55,"RIOT Sep 20 2019 3 Call",1
377,"RRC US Equity",NA,0,"RRC",10.87,0.540865256878171,0.461699498446628,0.47719,11,1.55,"RRC Sep 20 2019 11 Call",1
379,"S US Equity",0.05451481,0,"S",6.3,0.0054409195041701,0.166065819380061,0.38766,7,0.5,"S Aug 16 2019 7 Call",-1
381,"SC US Equity",0.019831957,0,"SC",20.593,0.133412681592132,0.0769209218122582,0.29816,22,1.05,"SC Jan 17 2020 22 Call",1
382,"SCHW US Equity",0.011626998,0,"SCHW",46.36,0.148309074120579,0.0915401064994482,0.24077,47,3.07,"SCHW Sep 20 2019 47 Call",1
383,"SE US Equity",0.042294998,0,"SE",16,0.110019493833249,0.125342049144649,0.51434,17.5,1.7,"SE Aug 16 2019 17.5 Call",1
384,"SEM US Equity",0.044500686,0,"SEM",15.74,0.376740869823214,0.222539297593515,0.40316,16,0,"SEM Sep 20 2019 16 Call",1
385,"SFIX US Equity",0.083565116,0,"SFIX",25.5,0.10281011273981,0.372434240661629,0.57638,26,3.5,"SFIX Sep 20 2019 26 Call",1
386,"SGMO US Equity",0.06620749,0,"SGMO",8.85,0.764809132491075,1.0069780112615,0.86816,9,2.15,"SGMO Aug 16 2019 9 Call",1
387,"SGMS US Equity",0.03976118,0,"SGMS",25.75,0.376268495632888,0.420448171660079,0.68453,28,6.1,"SGMS Jan 17 2020 28 Call",1
389,"SIRI US Equity",0.052123033,0,"SIRI",6.04,0.085000207784664,0.131618714537832,0.28333,6,0.54,"SIRI Sep 20 2019 6 Call",1
391,"SKX US Equity",0.021246344,0,"SKX",32.22,0.128757787686082,0.151824303006139,0.37691,35,4.55,"SKX Jan 17 2020 35 Call",1
392,"SLB US Equity",0.011449567,0,"SLB",44.95,0.164006015158606,0.156276165807491,0.29603,45,3.45,"SLB Aug 16 2019 45 Call",1
393,"SN US Equity",0.19844453,0,"SN",0.3753,0.795483065690709,0.481613256883427,1.42543,1,0.1,"SN Jan 17 2020 1 Call",1
394,"SNAP US Equity",0.037133075,0,"SNAP",9.16,0.111226373250271,0.261548914010118,0.53618,10,1.63,"SNAP Jan 17 2020 10 Call",-1
395,"SNV US Equity",0.01672681,0,"SNV",39.195,0.117249022442559,0.104989382734077,0.22001,40,1.6,"SNV Aug 16 2019 40 Call",1
396,"SO US Equity",0.021162694,0,"SO",48.5,0.00392767427481074,0.057252199789376,0.1563,49,1.66,"SO Aug 16 2019 49 Call",-1
400,"SPWR US Equity",0.07791868,0,"SPWR",5.92,0.174201850642356,0.246501367222588,0.48018,6,0.86,"SPWR Sep 20 2019 6 Call",1
403,"STLD US Equity",0.02224696,0,"STLD",37.09,0.0953125427440746,0.144560070477602,0.29124,38,2.89,"STLD Aug 16 2019 38 Call",1
404,"STNG US Equity",0.04353985,0,"STNG",19.77,0.552501546280885,0.395748273503761,0.63537,20,4.83,"STNG Jan 17 2020 20 Call",1
406,"STX US Equity",0.022404818,0,"STX",45.5,0.0506527724786091,0.202578583882185,0.35726,47.5,4.1,"STX Sep 20 2019 47.5 Call",-1
408,"SU US Equity",0.016783088,0,"SU",34.04,0.178805103672907,0.0933989956793936,0.23001,34,2.27,"SU Sep 20 2019 34 Call",1
411,"SWN US Equity",NA,0,"SWN",4.18,0.262262405750457,0.29308609297197,0.55234,4.5,0.53,"SWN Sep 20 2019 4.5 Call",1
412,"SYF US Equity",NA,0,"SYF",31.51,0.123715150884103,0.138871355664831,0.27735,32,2.55,"SYF Sep 20 2019 32 Call",1
413,"SYMC US Equity",0.01687361,0,"SYMC",23.215,0.0172499675644084,0.0662279515841669,0.30729,25,1.95,"SYMC Jan 17 2020 25 Call",-1
415,"T US Equity",0.01203729,0,"T",30.5,0.089837462821172,0.140747358121771,0.19675,33,0.97,"T Jan 17 2020 33 Call",1
416,"TAL US Equity",0.018346837,0,"TAL",32.74,0.0054145956133404,0.128456012354034,0.41732,33,4.35,"TAL Aug 16 2019 33 Call",1
418,"TECK US Equity",0.022662291,0,"TECK",21.65,0.234344996739743,0.267154266875507,0.36872,22,2.26,"TECK Aug 16 2019 22 Call",1
419,"TEVA US Equity",0.018879319,0,"TEVA",17.93,0.0781063237888235,0.249867146772388,0.37719,18,2.13,"TEVA Sep 20 2019 18 Call",1
421,"THC US Equity",0.0445355,0,"THC",24.285,0.215925635352409,0.227230796481055,0.60788,25,3.97,"THC Aug 16 2019 25 Call",1
427,"TPR US Equity",0.013635793,0,"TPR",36.03,0.142539040872785,0.181093712110188,0.30113,40,1.5,"TPR Aug 16 2019 40 Call",1
429,"TRGP US Equity",0.01872458,0,"TRGP",45.6,0.209900734709925,0.144630111242767,0.31819,47,3.1,"TRGP Jan 17 2020 47 Call",1
431,"TRUE US Equity",0.0758116,0,"TRUE",7.8,0.134990288891319,0.18134238774763,0.41755,8,1.3,"TRUE Jan 17 2020 8 Call",1
435,"TTM US Equity",0.03109012,0,"TTM",11.41,0.883213569034985,2.4587389682662,0.39066,13,1.15,"TTM Jan 17 2020 13 Call",1
438,"TWTR US Equity",0.015568262,0,"TWTR",31.26,0.0121260097971127,0.172026966131705,0.48684,32,4.5,"TWTR Sep 20 2019 32 Call",-1
440,"UA US Equity",0.022498377,0,"UA",19.14,0.0550500436763876,0.248896798756642,0.40358,20,2.78,"UA Jan 17 2020 20 Call",1
441,"UAA US Equity",0.018016744,0,"UAA",21.16,0.0939943157209162,0.289101107970701,0.40207,22.5,3,"UAA Jan 17 2020 22.5 Call",1
447,"UNIT US Equity",0.043208178,0,"UNIT",13.99,0.597385387464811,0.308817535309281,1.02708,20,2,"UNIT Aug 16 2019 20 Call",1
450,"URBN US Equity",0.01726153,0,"URBN",30.475,0.286073043018545,0.203351439156213,0.40078,31,0,"URBN Sep 20 2019 31 Call",1
454,"UXIN US Equity",0.081918955,0,"UXIN",4.05,0.986172928947388,1.22813778194262,1.01221,5,0.85,"UXIN Aug 16 2019 5 Call",1
456,"VALE US Equity",0.022947503,0,"VALE",12.35,0.0101665724785432,0.253594308573042,0.43186,13,1.11,"VALE Sep 20 2019 13 Call",1
457,"VIAB US Equity",0.018917026,0,"VIAB",29.15,0.195530282241133,0.128708138245172,0.29482,30,2.1,"VIAB Sep 20 2019 30 Call",1
458,"VIPS US Equity",0.0476709,0,"VIPS",7.01,0.00645253422707835,0.262156137746478,0.60811,7,1.18,"VIPS Aug 16 2019 7 Call",1
459,"VKTX US Equity",0.068429634,0,"VKTX",9.08,2.02405975992783,1.01368629956599,0.96102,10,2.2,"VKTX Aug 16 2019 10 Call",1
462,"VNOM US Equity",0.045726757,0,"VNOM",35.19,0.15426306157441,0.17318671191843,0.3542,36,2.85,"VNOM Sep 20 2019 36 Call",1
463,"VOD US Equity",0.017371718,0,"VOD",18.01,0.471111380604232,0.737196891279831,0.21764,20,0.75,"VOD Jan 17 2020 20 Call",1
471,"WDC US Equity",0.019148342,0,"WDC",47.89,0.18791889383463,0.424684731072809,0.39489,50,5.89,"WDC Jan 17 2020 50 Call",1
472,"WFC US Equity",0.009615226,0,"WFC",49.22,0.10410169390684,0.134300400277585,0.23299,50,3.7,"WFC Jan 17 2020 50 Call",1
473,"WFT US Equity",0.095120855,0,"WFT",0.84,1.69570741776849,2.25372351583663,1.08828,1,0.23,"WFT Aug 16 2019 1 Call",1
475,"WLL US Equity",0.026887693,0,"WLL",29.35,0.3133372615667,0.373400833507896,0.58861,30,4.43,"WLL Sep 20 2019 30 Call",1
476,"WMB US Equity",0.014416841,0,"WMB",27.27,0.155305608651539,0.0888222054830105,0.22411,28,1.28,"WMB Aug 16 2019 28 Call",1
478,"WPM US Equity",0.023202017,0,"WPM",21.49,0.332427313541707,0.165318509713597,0.28733,22.5,1.5,"WPM Sep 20 2019 22.5 Call",1
479,"WPX US Equity",0.023449987,0,"WPX",13.41,0.380918370233468,0.269339254893372,0.45296,14,1.15,"WPX Aug 16 2019 14 Call",1
480,"WTW US Equity",0.03191585,0,"WTW",30.45,1.39279676200622,0.916706821115234,0.63222,33,6.3,"WTW Jan 17 2020 33 Call",1
481,"WY US Equity",0.011950233,0,"WY",25.5178,0.106361098354614,0.173263450688435,0.22229,28,1,"WY Jan 17 2020 28 Call",1
483,"X US Equity",0.019933809,0,"X",22.92,0.030915449698865,0.173769105063742,0.43216,23,3.75,"X Jan 17 2020 23 Call",1
487,"XRX US Equity",0.015289613,0,"XRX",30.32,0.0384840818402438,0.191385679955157,0.28679,32,2.4,"XRX Jan 17 2020 32 Call",1
488,"YELP US Equity",0.024063077,0,"YELP",39.93,0.000136845271100187,0.175482862497218,0.48477,40,6.05,"YELP Aug 16 2019 40 Call",1
489,"YETI US Equity",0.09299521,0,"YETI",22.8,0.194425007067803,0.221778410894448,0.57483,25,2.91,"YETI Aug 16 2019 25 Call",1
490,"YNDX US Equity",0.03631594,0,"YNDX",31.87,0.261106939949874,0.183708342960254,0.40969,32,4.2,"YNDX Aug 16 2019 32 Call",1
491,"YPF US Equity",0.044107888,0,"YPF",15.5,0.430967029344424,0.326808378718856,0.35076,18,1.3,"YPF Jan 17 2020 18 Call",1
493,"Z US Equity",0.0320951,0,"Z",37.53,0.108607488782959,0.283859967729624,0.51745,40,4.08,"Z Aug 16 2019 40 Call",1
494,"ZAYO US Equity",0.016119936,0,"ZAYO",25.74,0.292008451200237,0.148826553488622,0.37342,27.5,2.65,"ZAYO Sep 20 2019 27.5 Call",1
496,"ZIOP US Equity",0.1368727,0,"ZIOP",2.59,0.551136668049611,0.562990777630743,1.13378,3,0.85,"ZIOP Jan 17 2020 3 Call",1
497,"ZNGA US Equity",0.07247022,0,"ZNGA",5.02,0.0867808263028969,0.09517305846322,0.38144,5.5,0.46,"ZNGA Sep 20 2019 5.5 Call",1
