,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
SRPT US Equity,Janney Montgomery Scott LLC,Zhong Yun,1st,119.274604,buy,2/15/2019
,Baird,BRIAN SKORNEY,1st,119.274604,outperform,2/15/2019
,William Blair & Co,TIM LUGO,1st,119.274604,outperform,2/14/2019
,JMP Securities,LIISA BAYKO,1st,119.274604,market outperform,2/14/2019
,Nomura Instinet,CHRISTOPHER MARAI,1st,119.274604,buy,2/14/2019
,Cowen,RITU BARAL,1st,119.274604,outperform,2/13/2019
,RBC Capital Markets,BRIAN ABRAHAMS,1st,119.274604,outperform,2/11/2019
,HC Wainwright & Co LLC,DEBJIT CHATTOPADHYAY,1st,119.274604,buy,2/11/2019
,J.P. Morgan,ANUPAM RAMA,1st,119.274604,overweight,2/7/2019
,SunTrust Robinson Humphrey,EDWARD NASH,1st,119.274604,buy,2/1/2019
,SVB Leerink,JOSEPH SCHWARTZ,1st,119.274604,outperform,1/7/2019
,Needham & Co,CHAD MESSER,1st,119.274604,buy,10/25/2018
,Goldman Sachs,SALVEEN RICHTER,1st,119.274604,buy/attractive,10/24/2018
,"WBB Securities, LLC",STEPHEN BROZAK,1st,119.274604,strong buy,6/29/2018
,Barclays,Gena Wang,2nd,49.047261,overweight,2/7/2019
,Morgan Stanley,MATTHEW HARRISON,3rd,41.676021,Overwt/In-Line,2/14/2019
,Oppenheimer & Co,HARTAJ SINGH,4th,23.80424,market perform,1/29/2019
,ISS-EVA,CASEY LEA,5th,-134.650207,underweight,11/14/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ICPT US Equity,Wedbush,LIANA MOUSSATOS,1st,82.75066,outperform,2/15/2019
,Baird,BRIAN SKORNEY,1st,82.75066,outperform,2/15/2019
,Cowen,RITU BARAL,1st,82.75066,outperform,2/14/2019
,Jefferies,MICHAEL YEE,1st,82.75066,buy,1/27/2019
,RBC Capital Markets,BRIAN ABRAHAMS,2nd,68.53562,sector perform,2/1/2019
,Laidlaw & Co,FRANCOIS BRISEBOIS,3rd,62.245798,buy,1/14/2019
,Oppenheimer & Co,JAY OLSON,4th,7.906524,outperform,2/15/2019
,SVB Leerink,JOSEPH SCHWARTZ,5th,0,market perform,2/15/2019
,Wells Fargo Securities,JIM BIRCHENOUGH,5th,0,market perform,2/13/2019
,PERM DENIED,PERM DENIED,5th,0,neutral,2/12/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ZAYO US Equity,ISS-EVA,ANTHONY CAMPAGNA,1st,31.366789,sell,3/22/2018
,KeyBanc Capital Markets,BRANDON NISPEL,2nd,0,sector weight,2/7/2019
,J.P. Morgan,PHILIP CUSICK,3rd,-3.127358,overweight,2/8/2019
,PERM DENIED,PERM DENIED,4th,-18.90016,neutral,2/8/2019
,MoffettNathanson,NICHOLAS DEL DEO,5th,-19.22715,buy,2/7/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
COP US Equity,Goldman Sachs,NEIL MEHTA,1st,50.333983,buy/attractive,2/3/2019
,RBC Capital Markets,SCOTT HANOLD,2nd,39.305711,sector perform,2/7/2019
,ISS-EVA,ANTHONY CAMPAGNA,3rd,32.272491,buy,3/22/2018
,Argus Research Corp,WILLIAM SELESKY,4th,30.865851,buy,2/8/2019
,PERM DENIED,PERM DENIED,4th,30.865851,buy,2/7/2019
,Wells Fargo Securities,ROGER READ,4th,30.865851,outperform,2/4/2019
,Evercore ISI,DOUGLAS TERRESON,4th,30.865851,outperform,2/3/2019
,Barclays,PAUL CHENG,4th,30.865851,overweight,2/1/2019
,J.P. Morgan,PHIL GRESH,4th,30.865851,overweight,1/31/2019
,Societe Generale,JOHN HERRLIN,4th,30.865851,buy,1/31/2019
,PERM DENIED,PERM DENIED,5th,25.050557,neutral,2/1/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
UNIT US Equity,Cowen,GREGORY WILLIAMS,1st,43.016821,outperform,2/12/2019
,Raymond James,FRANK LOUTHAN,1st,43.016821,strong buy,2/4/2019
,SunTrust Robinson Humphrey,GREG MILLER,1st,43.016821,buy,1/15/2019
,Morgan Stanley,SIMON FLANNERY,2nd,33.563,Underwt/Attractive,1/16/2019
,PERM DENIED,PERM DENIED,3rd,31.454799,hold,1/23/2019
,Wells Fargo Securities,JENNIFER FRITZSCHE,4th,27.48397,market perform,2/3/2019
,Goldman Sachs,BRETT FELDMAN,5th,0,neutral/neutral,1/14/2019
,J.P. Morgan,PHILIP CUSICK,5th,0,neutral,11/5/2018
,PERM DENIED,PERM DENIED,5th,0,neutral,11/2/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
FEYE US Equity,Morgan Stanley,MELISSA FRANCHI,1st,12.10114,Equalwt/Attractive,2/7/2019
,BTIG LLC,JOEL FISHBEIN,2nd,10.89705,neutral,2/10/2019
,PERM DENIED,PERM DENIED,3rd,6.176927,buy,2/6/2019
,Piper Jaffray,ANDREW NOWINSKI,4th,4.614448,overweight,2/6/2019
,Evercore ISI,KENNETH TALANIAN,5th,3.732688,outperform,2/9/2019
,Dougherty & Company LLC,CATHARINE TREBNICK,5th,3.732688,buy,2/7/2019
,William Blair & Co,JONATHAN HO,5th,3.732688,outperform,2/7/2019
,Oppenheimer & Co,SHAUL EYAL,5th,3.732688,outperform,2/7/2019
,Northland Securities Inc,ROBERT BREZA,5th,3.732688,outperform,2/7/2019
,Goldman Sachs,GABRIELA BORGES,5th,3.732688,buy/attractive,2/6/2019
,Stifel,GUR TALPAZ,5th,3.732688,buy,2/6/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
WBA US Equity,ISS-EVA,ANTHONY CAMPAGNA,1st,21.196574,overweight,12/21/2018
,"Morningstar, Inc",VISHNU LEKRAJ,2nd,20.639504,hold,12/20/2018
,Wells Fargo Securities,PETER COSTA,3rd,7.756253,outperform,2/5/2019
,Loop Capital Markets,ANDREW WOLF,3rd,7.756253,buy,2/4/2019
,Atlantic Equities LLP,SAM HUDSON,3rd,7.756253,overweight,1/10/2019
,Guggenheim Securities,JOHN HEINBOCKEL,3rd,7.756253,buy,1/9/2019
,Credit Suisse,ERIN WILSON WRIGHT,3rd,7.756253,outperform,1/4/2019
,J.P. Morgan,LISA GILL,3rd,7.756253,overweight,1/4/2019
,Scotiabank,PATRICIA BAKER,3rd,7.756253,sector outperform,12/20/2018
,Goldman Sachs,ROBERT JONES,4th,6.174683,Sell/Neutral,12/21/2018
,Edward Jones,JOHN BOYLAN,5th,0,hold,2/13/2019
,Morgan Stanley,RICKY GOLDWASSER,5th,0,Equalwt/In-Line,2/13/2019
,SVB Leerink,DAVID LARSEN,5th,0,market perform,1/15/2019
,Barclays,STEVEN VALIQUETTE,5th,0,equalweight,1/4/2019
,Argus Research Corp,CHRISTOPHER GRAJA,5th,0,hold,1/4/2019
,SunTrust Robinson Humphrey,DAVID MACDONALD,5th,0,hold,12/21/2018
,Pivotal Research Group LLC,AJAY JAIN,5th,0,hold,12/21/2018
,Nephron Research LLC,ERIC PERCHER,5th,0,hold,12/20/2018
,Raymond James,JOHN RANSOM,5th,0,market perform,12/20/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
CTRP US Equity,Haitong International,BILLY LEUNG,1st,0,neutral,2/13/2019
,J.P. Morgan,ALEX YAO,1st,0,neutral,2/10/2019
,Guggenheim Securities,JAKE FULLER,1st,0,neutral,2/5/2019
,KeyBanc Capital Markets,HANS CHUNG,1st,0,sector weight,1/23/2019
,PERM DENIED,PERM DENIED,1st,0,hold,1/15/2019
,Morgan Stanley,GRACE CHEN,1st,0,Equalwt/In-Line,1/7/2019
,Goldman Sachs,RONALD KEUNG,2nd,-19.086941,Buy/Neutral,11/13/2018
,TH Capital LLC,TIAN HOU,3rd,-20.725355,buy,11/2/2018
,"Morningstar, Inc",CHELSEY TAM,4th,-21.340337,buy,1/9/2019
,PERM DENIED,PERM DENIED,5th,-22.83465,buy,11/9/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
RIO US Equity,PERM DENIED,PERM DENIED,1st,2.895859,outperform,2/14/2019
,Jefferies,CHRISTOPHER LAFEMINA,1st,2.895859,buy,2/7/2019
,Argus Research Corp,DAVID COLEMAN,1st,2.895859,buy,11/27/2018
,PERM DENIED,PERM DENIED,2nd,-4.465195,neutral,2/11/2019
,"Morningstar, Inc",MATHEW HODGE,3rd,-5.334957,sell,1/31/2019
,Vertical Group,GORDON JOHNSON,4th,-15.903901,sell,12/23/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
AA US Equity,PERM DENIED,PERM DENIED,1st,6.832037,neutral,1/17/2019
,Gabelli & Co,JUSTIN BERGNER,2nd,0,hold,1/18/2019
,Renaissance Macro Research LLC,PETER WARD,2nd,0,equalweight,12/17/2018
,Seaport Global Securities,JOSH SULLIVAN,2nd,0,neutral,10/19/2016
,Goldman Sachs,MATTHEW KORN,3rd,-1.806181,buy/attractive,1/14/2019
,"Morningstar, Inc",ANDREW LANE,4th,-5.867905,hold,1/31/2019
,PERM DENIED,PERM DENIED,5th,-40.571791,buy,2/15/2019
,BMO Capital Markets,DAVID GAGLIANO,5th,-40.571791,outperform,2/11/2019
,Macquarie,DAVID LIPSCHITZ,5th,-40.571791,outperform,2/11/2019
,Morgan Stanley,PIYUSH SOOD,5th,-40.571791,Overwt/In-Line,2/4/2019
,PERM DENIED,PERM DENIED,5th,-40.571791,buy,1/22/2019
,J.P. Morgan,MICHAEL GAMBARDELLA,5th,-40.571791,overweight,1/16/2019
,Credit Suisse,CURT WOODWORTH,5th,-40.571791,outperform,1/16/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
S US Equity,Raymond James,RICHARD PRENTISS,1st,17.10038,outperform,2/4/2019
,ISS-EVA,ANTHONY CAMPAGNA,2nd,14.7541,buy,3/22/2018
,New Street Research,JONATHAN CHAPLIN,3rd,12.29947,buy,1/28/2019
,Wells Fargo Securities,JENNIFER FRITZSCHE,4th,2.185792,market perform,2/3/2019
,Baird,WILLIAM POWER,5th,0,neutral,2/11/2019
,RBC Capital Markets,JONATHAN ATKIN,5th,0,sector perform,2/3/2019
,Cowen,COLBY SYNESAEL,5th,0,market perform,2/1/2019
,"Morningstar, Inc",ALLAN NICHOLS,5th,0,hold,1/31/2019
,KeyBanc Capital Markets,BRANDON NISPEL,5th,0,sector weight,1/31/2019
,PERM DENIED,PERM DENIED,5th,0,neutral,1/31/2019
,Nomura Instinet,JEFFREY KVAAL,5th,0,neutral,1/31/2019
,SunTrust Robinson Humphrey,GREG MILLER,5th,0,hold,1/31/2019
,Argus Research Corp,JOSEPH BONNER,5th,0,hold,11/5/2018
,PERM DENIED,PERM DENIED,5th,0,neutral,2/5/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MMM US Equity,RBC Capital Markets,DEANE DRAY,1st,9.686647,outperform,2/11/2019
,Barclays,JULIAN MITCHELL,2nd,8.615476,underweight,2/11/2019
,DZ Bank AG,ROBERT CZERWENSKY,2nd,8.615476,sell,1/30/2019
,J.P. Morgan,STEVE TUSA,2nd,8.615476,underweight,1/28/2019
,Edward Jones,MATT ARNOLD,3rd,0,hold,2/13/2019
,Vertical Research Partners,JEFFREY SPRAGUE,3rd,0,hold,2/11/2019
,Goldman Sachs,JOSEPH RITCHIE,3rd,0,neutral/neutral,1/29/2019
,Melius Research LLC,SCOTT DAVIS,3rd,0,neutral,1/29/2019
,William Blair & Co,NICHOLAS HEYMANN,3rd,0,market perform,1/29/2019
,Erste Group,HANS ENGEL,3rd,0,hold,4/17/2018
,PERM DENIED,PERM DENIED,4th,-8.615476,buy,2/1/2019
,Argus Research Corp,JOHN EADE,4th,-8.615476,buy,1/29/2019
,PERM DENIED,PERM DENIED,4th,-8.615476,buy,1/29/2019
,Tigress Financial Partners,IVAN FEINSETH,4th,-8.615476,buy,9/14/2018
,"Ameriprise Advisor Services, I",FREDERICK SCHULTZ,4th,-8.615476,buy,4/25/2018
,Jefferies,LAURENCE ALEXANDER,5th,-14.7571,hold,1/30/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MET US Equity,"Sandler O'Neill & Partners, LP",JOHN BARNIDGE,1st,8.656612,buy,2/11/2019
,"Morningstar, Inc",BRETT HORN,2nd,7.436962,buy,2/7/2019
,ISS-EVA,ANTHONY CAMPAGNA,3rd,4.223492,buy,2/8/2019
,PERM DENIED,PERM DENIED,4th,0.907534,buy,2/6/2019
,Atlantic Equities LLP,JOHN HEAGERTY,5th,0.858529,overweight,2/7/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ALLY US Equity,J.P. Morgan,RICHARD SHANE,1st,22.40521,overweight,1/31/2019
,Stephens Inc,VINCENT CAINTIC,2nd,6.78733,equalweight,1/31/2019
,Janney Montgomery Scott LLC,JOHN ROWAN,3rd,4.682037,buy,1/30/2019
,ISS-EVA,ANTHONY CAMPAGNA,4th,4.067794,overweight,11/13/2018
,PERM DENIED,PERM DENIED,5th,3.937361,buy,1/31/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
AZN US Equity,BMO Capital Markets,ALEX ARFAEI,1st,21.64868,outperform,2/15/2019
,PERM DENIED,PERM DENIED,1st,21.64868,buy,2/14/2019
,Argus Research Corp,JOHN EADE,1st,21.64868,buy,2/11/2019
,Cowen,STEVEN SCALA,2nd,0,market perform,2/14/2019
,"Morningstar, Inc",DAMIEN CONOVER,3rd,-8.110959,sell,2/15/2019
,ISS-EVA,CASEY LEA,4th,-12.33681,sell,12/22/2018
,Pareto Securities,PETER OSTLING,5th,-21.64868,sell,2/14/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
NBEV US Equity,Aegis Capital Corp.,ROMMEL DIONISIO,1st,90.087461,buy,1/17/2019
,Roth Capital Partners,DAVID BAIN,1st,90.087461,buy,12/6/2018
,Maxim Group LLC,ANTHONY VENDETTI,2nd,79.30029,hold,12/6/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
DHI US Equity,"Morningstar, Inc",BRIAN BERNARD,1st,12.18552,buy,1/25/2019
,Mizuho Securities USA Inc,HAENDEL ST. JUSTE,2nd,7.584313,buy,1/31/2019
,"Keefe, Bruyette & Woods",JADE RAHMANI,3rd,1.386935,outperform,2/5/2019
,Edward Jones,ROBIN DIEDRICH,4th,0,hold,2/13/2019
,PERM DENIED,PERM DENIED,4th,0,hold,1/29/2019
,J.P. Morgan,MICHAEL REHAUT,4th,0,neutral,1/28/2019
,Wedbush,JAY MCCANLESS,5th,-6.729772,outperform,2/14/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
ABB US Equity,Jefferies,GRAHAM PHILLIPS,1st,12.53327,hold,2/8/2019
,William Blair & Co,NICHOLAS HEYMANN,2nd,0,market perform,12/17/2018
,Vertical Research Partners,JEFFREY SPRAGUE,3rd,-0.050478,sell,2/11/2019
,"Morningstar, Inc",DENISE MOLINA,4th,-0.244087,buy,12/18/2018
,Guotai Junan,HAO WANG,5th,-17.55408,buy,5/10/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
WDAY US Equity,Baird,MARK MARCON,1st,53.479201,outperform,2/15/2019
,KeyBanc Capital Markets,BRENT BRACELIN,1st,53.479201,overweight,2/10/2019
,Oppenheimer & Co,BRIAN SCHWARTZ,1st,53.479201,outperform,1/24/2019
,Canaccord Genuity,RICHARD DAVIS,1st,53.479201,buy,1/24/2019
,JMP Securities,PATRICK WALRAVENS,1st,53.479201,market outperform,1/17/2019
,Morgan Stanley,KEITH WEISS,1st,53.479201,Overwt/Attractive,1/15/2019
,"MUFG Securities Americas, Inc",STEPHEN BERSEY,1st,53.479201,overweight,1/14/2019
,Piper Jaffray,ALEX ZUKIN,1st,53.479201,overweight,12/3/2018
,FBN Securities,SHEBLY SEYRAFI,1st,53.479201,outperform,12/3/2018
,J.P. Morgan,MARK MURPHY,1st,53.479201,overweight,11/30/2018
,Needham & Co,SCOTT BERG,1st,53.479201,buy,11/30/2018
,RBC Capital Markets,ROSS MACMILLAN,1st,53.479201,outperform,11/29/2018
,"Monness, Crespi, Hardt & Co",BRIAN WHITE,2nd,50.667292,buy,2/11/2019
,PERM DENIED,PERM DENIED,3rd,49.854147,buy,11/30/2018
,PERM DENIED,PERM DENIED,4th,39.0091,outperform,1/31/2019
,First Analysis Corp,COREY GREENDALE,5th,23.456711,outperform,9/3/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
GG US Equity,Renaissance Macro Research LLC,PETER WARD,1st,16.25492,underweight,1/14/2019
,Jefferies,CHRISTOPHER LAFEMINA,2nd,0,hold,2/14/2019
,Desjardins Securities,JOSH WOLFSON,2nd,0,hold,1/28/2019
,PERM DENIED,PERM DENIED,2nd,0,hold,1/23/2019
,Raymond James,FAROOQ HAMED,2nd,0,market perform,1/17/2019
,"Morningstar, Inc",KRISTOFFER INTON,4th,-16.10956,hold,2/15/2019
,RBC Capital Markets,STEPHEN WALKER,5th,-16.25492,outperform,2/13/2019
,Veritas Investment Research Co,SIDDARTH SUBRAMANI,5th,-16.25492,buy,8/1/2017
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
WLL US Equity,"Capital One Securities, Inc.",BRIAN VELIE,1st,93.536133,equalweight,2/6/2019
,Baird,JOSEPH ALLMAN,2nd,24.038871,outperform,2/7/2019
,Ladenburg Thalmann & Co,MICHAEL SCHMITZ,2nd,24.038871,buy,2/5/2019
,Stifel,MICHAEL SCIALLA,2nd,24.038871,buy,2/4/2019
,SunTrust Robinson Humphrey,NEAL DINGMANN,2nd,24.038871,buy,1/29/2019
,Raymond James,JOHN FREEMAN,2nd,24.038871,strong buy,1/23/2019
