,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MO US Equity,Independent Research GmbH,LARS LUSEBRINK,1st,0.204747,sell,2/8/2019
,PERM DENIED,PERM DENIED,2nd,0,neutral,2/7/2019
,Goldman Sachs,JUDY HONG,2nd,0,neutral/neutral,2/1/2019
,"Morningstar, Inc",PHILIP GORHAM,3rd,-2.34415,buy,2/1/2019
,PERM DENIED,PERM DENIED,4th,-5.772562,sell,2/1/2019
,Jefferies,OWEN BENNETT,5th,-7.902085,hold,2/12/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
UPS US Equity,"Morningstar, Inc",KEITH SCHOONMAKER,1st,16.271678,hold,1/31/2019
,PERM DENIED,PERM DENIED,2nd,5.697248,outperform,2/15/2019
,Argus Research Corp,JOHN EADE,2nd,5.697248,buy,1/31/2019
,Oppenheimer & Co,SCOTT SCHNEEBERGER,2nd,5.697248,outperform,1/31/2019
,Accountability Research Corp,MARK SUAREZ,2nd,5.697248,buy,11/27/2018
,"Thompson, Davis & Co",DAVID CAMPBELL,2nd,5.697248,buy,5/2/2017
,Loop Capital Markets,RICK PATERSON,3rd,5.033664,buy,1/31/2019
,Stifel,DAVID ROSS,4th,3.378762,buy,2/1/2019
,PERM DENIED,PERM DENIED,5th,1.781868,buy,2/1/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
BB US Equity,Accountability Research Corp,JIM MARRONE,1st,38.5582,hold,1/3/2019
,Goldman Sachs,GABRIELA BORGES,2nd,23.9418,sell/attractive,1/4/2019
,PERM DENIED,PERM DENIED,2nd,23.9418,underperform,12/31/2018
,"Morningstar, Inc",ALI MOGHARABI,4th,3.139014,buy,12/20/2018
,MKM Partners,MICHAEL GENOVESE,5th,0,neutral,1/29/2019
,Canaccord Genuity,T WALKLEY,5th,0,hold,1/28/2019
,RBC Capital Markets,PAUL TREIBER,5th,0,sector perform,1/11/2019
,BMO Capital Markets,TIMOTHY LONG,5th,0,market perform,12/20/2018
,Raymond James,STEVEN LI,5th,0,market perform,12/20/2018
,PERM DENIED,PERM DENIED,5th,0,hold,12/20/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
COG US Equity,ISS-EVA,ANTHONY CAMPAGNA,1st,22.728679,hold,11/6/2018
,"Morningstar, Inc",JEFFREY STAFFORD,2nd,17.853931,buy,2/7/2019
,Evercore ISI,STEPHEN RICHARDSON,3rd,16.16039,outperform,2/3/2019
,Susquehanna Financial,BIJU PERINCHERIL,4th,11.89828,Positive,2/8/2019
,PERM DENIED,PERM DENIED,5th,10.046399,buy,2/7/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
WYNN US Equity,ISS-EVA,ANTHONY CAMPAGNA,1st,31.058371,sell,3/22/2018
,Goldman Sachs,STEPHEN GRAMBLING,2nd,0,neutral/attractive,2/14/2019
,PERM DENIED,PERM DENIED,2nd,0,neutral,2/4/2019
,Morgan Stanley,THOMAS ALLEN,2nd,0,Equalwt/In-Line,1/31/2019
,Macquarie,CHAD BEYNON,2nd,0,neutral,1/31/2019
,Telsey Advisory Group,BRIAN MCGILL,2nd,0,market perform,1/31/2019
,Wolfe Research,JARED SHOJAIAN,2nd,0,peerperform,1/30/2019
,PERM DENIED,PERM DENIED,2nd,0,neutral,12/5/2018
,Argus Research Corp,JOHN STASZAK,3rd,-6.172061,hold,2/8/2019
,"Morningstar, Inc",DAN WASIOLEK,4th,-8.665251,buy,1/30/2019
,Jefferies,DAVID KATZ,5th,-11.93799,hold,2/15/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
LRCX US Equity,"Morningstar, Inc",ABHINAV DAVULURI,1st,10.86394,hold,1/28/2019
,RBC Capital Markets,MITCH STEVES,2nd,6.468076,outperform,1/29/2019
,Evercore ISI,C MUSE,3rd,-0.297581,outperform,2/9/2019
,J.P. Morgan,HARLAN SUR,3rd,-0.297581,overweight,2/4/2019
,Stifel,PATRICK HO,3rd,-0.297581,buy,1/31/2019
,Berenberg,TAMMY QIU,3rd,-0.297581,buy,1/25/2019
,D.A. Davidson & Co,THOMAS DIFFELY,3rd,-0.297581,buy,1/24/2019
,Morgan Stanley,JOSEPH MOORE,3rd,-0.297581,Overwt/In-Line,1/24/2019
,Argus Research Corp,JAMES KELLEHER,3rd,-0.297581,buy,1/23/2019
,KeyBanc Capital Markets,WESTON TWIGG,3rd,-0.297581,overweight,1/23/2019
,ISS-EVA,ANTHONY CAMPAGNA,3rd,-0.297581,buy,4/8/2018
,Credit Suisse,JOHN PITZER,4th,-9.352107,outperform,1/23/2019
,Cowen,KRISH SANKAR,5th,-9.467622,outperform,2/11/2019
,PERM DENIED,PERM DENIED,5th,-9.467622,buy,1/24/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
AUY US Equity,PERM DENIED,PERM DENIED,1st,18.717431,underperform,2/4/2019
,Veritas Investment Research Co,SIDDARTH SUBRAMANI,1st,18.717431,sell,5/12/2017
,"Morningstar, Inc",KRISTOFFER INTON,3rd,8.035714,hold,2/15/2019
,Scotiabank,TANYA JAKUSCONEK,4th,0,sector perform,2/15/2019
,Desjardins Securities,JOSH WOLFSON,4th,0,hold,2/15/2019
,Raymond James,FAROOQ HAMED,4th,0,market perform,1/17/2019
,Paradigm Capital Inc,DON MACLEAN,4th,0,hold,11/30/2018
,National Bank Financial,MIKE PARKIN,5th,-2.776712,outperform,2/14/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
YPF US Equity,Credit Suisse,REGIS CARDOSO,1st,16.18904,outperform,12/4/2018
,Itau BBA Securities,ALEJANDRA ARANDA,2nd,-19.37167,outperform,1/31/2019
,Allaria Ledesma y Cia,GUIDO BIZZOZERO,3rd,-25.469929,buy,8/14/2018
,ISS-EVA,ANTHONY CAMPAGNA,4th,-27.718979,buy,12/4/2018
,HSBC,LILYANNA YANG,5th,-31.743401,buy,1/23/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
AABA US Equity,"Morningstar, Inc",ALI MOGHARABI,1st,-6.104326,buy,1/9/2019
,J.P. Morgan,DOUGLAS ANMUTH,2nd,-8.790321,overweight,11/5/2018
,PERM DENIED,PERM DENIED,2nd,-8.790321,buy,10/15/2018
,MKM Partners,ROB SANDERSON,2nd,-8.790321,buy,9/26/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
CBS US Equity,Huber Research Partners,CRAIG HUBER,1st,11.788781,overweight,2/15/2019
,Stephens Inc,KYLE EVANS,2nd,10.9067,overweight,2/15/2019
,MoffettNathanson,MICHAEL NATHANSON,3rd,3.834323,buy,2/15/2019
,Loop Capital Markets,ALAN GOULD,4th,0.247423,buy,2/15/2019
,Macquarie,TIMOTHY NOLLEN,5th,0,neutral,2/15/2019
,Barclays,KANNAN VENKATESHWAR,5th,0,equalweight,2/15/2019
,Edward Jones,ROBIN DIEDRICH,5th,0,hold,2/13/2019
,Societe Generale,SIMON BAKER,5th,0,hold,1/24/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
GOOS US Equity,CIBC Capital Markets,MARK PETRIE,1st,94.379181,outperform,2/14/2019
,Credit Suisse,MICHAEL BINETTI,2nd,85.320735,outperform,2/14/2019
,Baird,JONATHAN KOMP,3rd,75.983971,neutral,2/15/2019
,PERM DENIED,PERM DENIED,4th,56.092399,buy,2/15/2019
,Evercore ISI,OMAR SAAD,4th,56.092399,long,2/15/2019
,Cowen,OLIVER CHEN,4th,56.092399,outperform,2/15/2019
,Canaccord Genuity,CAMILO LYON,4th,56.092399,buy,2/14/2019
,Barclays,JAMES DURRAN,5th,47.339019,overweight,2/15/2019
,RBC Capital Markets,BRIAN TUNICK,5th,47.339019,outperform,6/2/2017
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
NEM US Equity,Renaissance Macro Research LLC,PETER WARD,1st,16.72713,underweight,1/14/2019
,RBC Capital Markets,STEPHEN WALKER,2nd,11.37731,underperform,2/11/2019
,Canaccord Genuity,CAREY MACRURY,3rd,7.156679,buy,2/12/2019
,Jefferies,CHRISTOPHER LAFEMINA,4th,0,hold,2/7/2019
,PERM DENIED,PERM DENIED,4th,0,hold,1/23/2019
,"B Riley FBR, Inc.",LUCAS PIPES,4th,0,neutral,1/15/2019
,"Morningstar, Inc",KRISTOFFER INTON,4th,0,hold,1/14/2019
,PERM DENIED,PERM DENIED,5th,-10.884431,buy,1/28/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MGM US Equity,ISS-EVA,ANTHONY CAMPAGNA,1st,20.5992,sell,3/22/2018
,PERM DENIED,PERM DENIED,2nd,0,hold,2/14/2019
,Telsey Advisory Group,BRIAN MCGILL,2nd,0,market perform,2/14/2019
,Stifel,STEVEN WIECZYNSKI,2nd,0,hold,2/13/2019
,PERM DENIED,PERM DENIED,2nd,0,neutral,12/6/2018
,"Morningstar, Inc",DAN WASIOLEK,3rd,-11.50093,buy,2/13/2019
,Goldman Sachs,STEPHEN GRAMBLING,4th,-15.77079,neutral/attractive,1/29/2019
,Barclays,FELICIA KANTOR HENDRIX,5th,-18.080451,overweight,2/15/2019
,Jefferies,DAVID KATZ,5th,-18.080451,buy,2/15/2019
,Morgan Stanley,THOMAS ALLEN,5th,-18.080451,Overwt/In-Line,2/15/2019
,PERM DENIED,PERM DENIED,5th,-18.080451,buy,2/14/2019
,Nomura Instinet,HARRY CURTIS,5th,-18.080451,buy,2/14/2019
,Macquarie,CHAD BEYNON,5th,-18.080451,outperform,2/14/2019
,Union Gaming Research,JOHN DECREE,5th,-18.080451,buy,2/14/2019
,J.P. Morgan,JOSEPH GREFF,5th,-18.080451,overweight,2/13/2019
,Wolfe Research,JARED SHOJAIAN,5th,-18.080451,outperform,1/9/2019
,Argus Research Corp,JOHN STASZAK,5th,-18.080451,buy,11/8/2018
,Roth Capital Partners,DAVID BAIN,5th,-18.080451,buy,10/31/2018
,Gabelli & Co,ADAM TRIVISON,5th,-18.080451,buy,5/1/2018
,WhiteSand Research LLC,TEAM COVERAGE,5th,-18.080451,undervalued,4/20/2016
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MA US Equity,PERM DENIED,PERM DENIED,1st,29.46887,outperform,2/13/2019
,Daiwa Securities,TAKAHIRO YANO,2nd,27.860609,outperform,2/15/2019
,RBC Capital Markets,DAN PERLIN,2nd,27.860609,outperform,2/15/2019
,"Keefe, Bruyette & Woods",SANJAY SAKHRANI,2nd,27.860609,outperform,2/15/2019
,Baird,DAVID KONING,2nd,27.860609,outperform,2/15/2019
,Cantor Fitzgerald,JOSEPH FORESI,2nd,27.860609,overweight,2/11/2019
,Guggenheim Securities,JEFF CANTWELL,2nd,27.860609,buy,2/11/2019
,Cowen,GEORGE MIHALOS,2nd,27.860609,outperform,2/8/2019
,Tigress Financial Partners,IVAN FEINSETH,2nd,27.860609,strong buy,2/8/2019
,William Blair & Co,ROBERT NAPOLI,2nd,27.860609,outperform,2/7/2019
,Morgan Stanley,JAMES FAUCETTE,2nd,27.860609,Overwt/Attractive,2/7/2019
,Piper Jaffray,JASON S DELEEUW,2nd,27.860609,overweight,2/6/2019
,Wells Fargo Securities,DONALD FANDETTI,2nd,27.860609,outperform,2/5/2019
,Goldman Sachs,JAMES SCHNEIDER,2nd,27.860609,buy/attractive,2/5/2019
,Argus Research Corp,STEPHEN BIGGAR,2nd,27.860609,buy,2/1/2019
,KeyBanc Capital Markets,JOSH BECK,2nd,27.860609,overweight,2/1/2019
,DZ Bank AG,WERNER EISENMANN,2nd,27.860609,buy,2/1/2019
,Buckingham Research Group,CHRISTOPHER BRENDLER,2nd,27.860609,buy,2/1/2019
,PERM DENIED,PERM DENIED,2nd,27.860609,buy,2/1/2019
,Loop Capital Markets,JOSEPH VAFI,2nd,27.860609,buy,2/1/2019
,J.P. Morgan,TIEN-TSIN HUANG,2nd,27.860609,overweight,2/1/2019
,Nomura Instinet,BILL CARCACHE,2nd,27.860609,buy,1/31/2019
,Stephens Inc,BRETT HUFF,2nd,27.860609,overweight,1/31/2019
,Mizuho Securities USA Inc,THOMAS MCCROHAN,2nd,27.860609,buy,1/31/2019
,Oppenheimer & Co,GLENN GREENE,2nd,27.860609,outperform,1/31/2019
,Susquehanna Financial,JAMIE FRIEDMAN,2nd,27.860609,Positive,1/31/2019
,PERM DENIED,PERM DENIED,2nd,27.860609,buy,1/31/2019
,Wedbush,MOSHE KATRI,2nd,27.860609,outperform,1/31/2019
,Credit Suisse,MOSHE ORENBUCH,2nd,27.860609,outperform,1/31/2019
,Evercore ISI,DAVID TOGUT,2nd,27.860609,outperform,1/31/2019
,SunTrust Robinson Humphrey,ANDREW JEFFREY,2nd,27.860609,buy,1/31/2019
,"Ameriprise Advisor Services, I",LORI WILKING-PRZEKOP,2nd,27.860609,buy,2/5/2018
,Edward Jones,JOSH OLSON,3rd,27.392611,buy,2/13/2019
,William O'Neil & Co Incorporat,DEAN KIM,4th,19.60056,buy,5/3/2018
,PERM DENIED,PERM DENIED,5th,13.454559,buy,2/4/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
FIT US Equity,Craig-Hallum Capital Group LLC,ALEX FUHRMAN,1st,19.36685,buy,11/21/2018
,Roth Capital Partners,SCOTT SEARLE,2nd,18.48429,buy,1/28/2019
,Oppenheimer & Co,ANDREW UERKWITZ,2nd,18.48429,outperform,10/31/2018
,Dougherty & Company LLC,CHARLIE ANDERSON,3rd,0,neutral,2/5/2019
,D.A. Davidson & Co,TOM FORTE,3rd,0,neutral,11/15/2018
,PERM DENIED,PERM DENIED,4th,-23.50674,sell,12/20/2018
,ISS-EVA,ANTHONY CAMPAGNA,5th,-29.49495,underweight,5/4/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
AIG US Equity,Buckingham Research Group,AMIT KUMAR,1st,4.477984,neutral,2/14/2019
,PERM DENIED,PERM DENIED,2nd,4.223906,buy,2/15/2019
,William Blair & Co,ADAM KLAUBER,3rd,0,market perform,2/14/2019
,Atlantic Equities LLP,JOHN HEAGERTY,3rd,0,neutral,2/14/2019
,ISS-EVA,ANTHONY CAMPAGNA,4th,-9.766499,hold,2/14/2019
,Goldman Sachs,YARON KINAR,5th,-18.108261,Buy/Neutral,1/8/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
DWDP US Equity,"Morningstar, Inc",SETH GOLDSTEIN,1st,18.760078,hold,1/31/2019
,Edward Jones,MATT ARNOLD,2nd,0,hold,2/13/2019
,"Monness, Crespi, Hardt & Co",CHRIS SHAW,2nd,0,neutral,2/11/2019
,SunTrust Robinson Humphrey,JAMES SHEEHAN,2nd,0,hold,2/4/2019
,Barclays,DUFFY FISCHER,2nd,0,equalweight,2/1/2019
,Nomura Instinet,ALEKSEY YEFREMOV,3rd,-5.355922,neutral,2/8/2019
,BMO Capital Markets,JOHN MCNULTY,4th,-13.234431,outperform,2/15/2019
,HSBC,SRIHARSHA PAPPU,5th,-13.302539,buy,2/12/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
FOXA US Equity,Huber Research Partners,DOUGLAS ARTHUR,1st,37.57115,overweight,2/8/2019
,Gabelli & Co,BRETT HARRISS,1st,37.57115,buy,2/8/2019
,MoffettNathanson,MICHAEL NATHANSON,1st,37.57115,buy,2/6/2019
,Atlantic Equities LLP,HAMILTON FABER,1st,37.57115,overweight,2/6/2019
,Loop Capital Markets,ALAN GOULD,2nd,36.212161,buy,2/4/2019
,PERM DENIED,PERM DENIED,3rd,25.057709,neutral,7/20/2018
,RBC Capital Markets,STEVEN CAHALL,4th,23.97026,sector perform,1/25/2019
,ISS-EVA,ANTHONY CAMPAGNA,5th,13.439229,buy,2/7/2019
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
MDLZ US Equity,ISS-EVA,ANTHONY CAMPAGNA,1st,14.13424,overweight,2/1/2019
,Consumer Edge Research,JONATHAN FEENEY,2nd,11.8298,overweight,2/15/2019
,Edward Jones,BRITTANY WEISSMAN,2nd,11.8298,buy,2/13/2019
,Buckingham Research Group,ERIC LARSON,2nd,11.8298,buy,2/12/2019
,PERM DENIED,PERM DENIED,2nd,11.8298,outperform,2/8/2019
,Barclays,ANDREW LAZAR,2nd,11.8298,overweight,1/31/2019
,PERM DENIED,PERM DENIED,2nd,11.8298,buy,1/31/2019
,BMO Capital Markets,KENNETH ZASLOW,2nd,11.8298,outperform,1/31/2019
,Credit Suisse,ROBERT MOSKOW,2nd,11.8298,outperform,1/31/2019
,Wells Fargo Securities,JOHN BAUMGARTNER,2nd,11.8298,outperform,1/31/2019
,J.P. Morgan,KEN GOLDMAN,2nd,11.8298,overweight,1/31/2019
,Piper Jaffray,MICHAEL LAVERY,2nd,11.8298,overweight,1/30/2019
,Goldman Sachs,JASON ENGLISH,2nd,11.8298,Buy/Cautious,1/30/2019
,"Morningstar, Inc",ERIN LASH,2nd,11.8298,buy,1/30/2019
,PERM DENIED,PERM DENIED,2nd,11.8298,buy,1/30/2019
,PERM DENIED,PERM DENIED,2nd,11.8298,buy,7/26/2018
,"Ameriprise Advisor Services, I",ANDREW HEANEY,2nd,11.8298,buy,1/12/2017
,DZ Bank AG,PHILIPP CURRLE,3rd,8.138111,buy,2/11/2019
,Stifel,CHRISTOPHER GROWE,4th,0,hold,2/15/2019
,PERM DENIED,PERM DENIED,4th,0,neutral,1/31/2019
,First Global Stockbroking,DEVINA MEHRA,4th,0,short-term market perform,4/14/2016
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
PM US Equity,ISS-EVA,ANTHONY CAMPAGNA,1st,21.683834,overweight,8/30/2018
,"Morningstar, Inc",PHILIP GORHAM,2nd,11.159585,buy,2/8/2019
,SBG Securities,REY WIUM,3rd,8.045796,hold,2/8/2019
,Argus Research Corp,DAVID COLEMAN,4th,2.601362,buy,2/11/2019
,Cenkos Securities Ltd,RAE MAILE,5th,0,hold,2/7/2019
,PERM DENIED,PERM DENIED,5th,0,neutral,9/24/2018
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
